gram_count,document_count,Average_freq,z_score
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,2,1.5,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,3,1.3333333333333333,2.411650635073856
3,3,1.0,1.5116167841778723
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
4,2,2.0,2.411650635073856
4,2,2.0,2.411650635073856
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
1,1,1.0,-0.2884509176140954
3,3,1.0,1.5116167841778723
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
2,2,1.0,0.6115829332818884
